Site identifier,Site,Longitude,Latitude,Lab sample identifier,Material,AMS date on cereal?,14C age BP,1-sigma uncertainty,Age range (BC/AD),Age range lower (BP),Age range upper (BP),Reference,Crops Present,Wheat,Barley,Foxtail millet,Broomcorn millet,Millet (unidentified),Rice,Rice (wild),Echnicloa,Paspalum,Sorghum,Oat,Rye,Buckwheat,Bracharia,Eleusine coracana,Pennesitum
184,Huizui,112.77,34.57,SNU05131,Charred millet seeds,TRUE,3590,40,,,,Lee&Bestel.2007,"Broomcorn millet, foxtail millet, rice",,,TRUE,TRUE,,TRUE,,,,,,,,,,
184,Huizui,112.77,34.57,BA06499,Charred millet seeds,TRUE,3415,35,,,,Lee&Bestel.2007,"Broomcorn millet, foxtail millet, rice",,,TRUE,TRUE,,TRUE,,,,,,,,,,
184,Huizui,112.77,34.57,BA06500,Charred millet seeds,TRUE,3425,35,,,,Lee&Bestel.2007,"Broomcorn millet, foxtail millet, rice",,,TRUE,TRUE,,TRUE,,,,,,,,,,
185,Hujiawuchang,111.35,30.35,,,FALSE,,,5700-5000 BC,7650,6950,Crawford & Shen 1998,Rice,,,,,,TRUE,,,,,,,,,,
186,Hulas,77.37,29.7,,,FALSE,,,1800-1300 BC,3750,3250,Fuller 2002,"Rice, wheat, Barley, Setaria, Sorghum ",TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,,
187,Hulaskera ,81.02,26.68,,,,,,800 BC-500 AD,2750,1450,Chanchala 1992,"Rice, wheat, Barley, Paspalum",TRUE,TRUE,,,,TRUE,,,TRUE,,,,,,,
188,Chengtoushan,111.68,29.68,OxA2210,Charred rice husk and rice straws,TRUE,7550,90,,,,Institute of Cultural Relics and Archaeology of Hunan.2006,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
189,Hund,72.27,33.95,,,FALSE,,,200 BC- 200 AD,2150,1750,"Cooke & Fuller, n.d.","Wheat, barley, rice",TRUE,TRUE,,,,TRUE,,,,,,,,,,
190,Huoshaogou,97.7,39.95,OZK670,Wheat seed,TRUE,1640,60,,,,Dodson et al.2013,"Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
190,Huoshaogou,97.7,39.95,OZK672,Wheat seed,TRUE,3430,50,,,,Dodson et al.2013,"Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
190,Huoshaogou,97.7,39.95,OZK671,Wheat seed,TRUE,2495,45,,,,Dodson et al.2013,"Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
191,Huoshiliang,99.24,40.21,OZK603,Carbonized wheat,TRUE,3636,44,,,,"Dodson et al., 2013","Wheat, barley, broomcorn millet, foxtail millet",TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,
192,Hurere ,102.79,35.9,BA120182 ,Broomcorn,TRUE,4530,60,,,,Chen et al. 2015,Broomcorn and foxtail millet,,,TRUE,TRUE,,,,,,,,,,,,
193,Hwacheon-ri,129.13,35.79,,,FALSE,,,,,,Lee 2007,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
194,Hyakkengawa Haraojima,134.05,34.63,,,FALSE,,,100-300 AD,1850,1650,Takahashi 2009; Imamura 1996: 142,Rice,,,,,,TRUE,,,,,,,,,,
195,Ikego,139.59,35.31,,,FALSE,,,100-300 AD,1850,1650,Takahashi 2009,Rice,,,,,,TRUE,,,,,,,,,,
196,Imlidih-Khurd I,83.2,26.51,,,FALSE,,,1300-800 BC,3250,2750,Saraswat 1993b,"Rice, Barley, Wheat, Paspalum, Setaria ",TRUE,TRUE,TRUE,,,TRUE,,,TRUE,,,,,,,
197,Imlidih-Khurd  II,83.2,26.51,,,FALSE,,,2000-1300 BC,3950,3250,Saraswat 1993b,"Rice, Barley, Wheat, Paspalum, Setaria, Sorghum ",TRUE,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,,
198,Inamgaon,74.55,18.61,,,FALSE,,,1700-1500 BC,3650,3450,Kajale 1988,"Wheat, barley, Setaria",TRUE,TRUE,TRUE,,,,,,,,,,,,,
199,Inamgaon,74.55,18.61,,,FALSE,,,1500-1200 BC,3450,3150,Kajale 1988,"Wheat, barley, Setaria",TRUE,TRUE,TRUE,,,,,,,,,,,,,
200,Inamgaon,74.55,18.61,,,FALSE,,,1200-900 BC,3150,2850,Kajale 1988,"Wheat, barley, Setaria, rice, Paspalum",TRUE,TRUE,TRUE,,,TRUE,,,TRUE,,,,,,,
201,Ingpuli,120.64,24.15,,,FALSE,,,4000-3000 BC,5950,4950,"Tang,Min & Sato1993",Rice,,,,,,TRUE,,,,,,,,,,
202,Itazuke (=Itatsuke),130.45,33.57,,,FALSE,,,900-300 BC,2850,2250,Takahashi 2009; Fujio 2004; Imamura 1996: 134,"Wheat, rice",TRUE,,,,,TRUE,,,,,,,,,,
203,Jagae-ri,126.68,36.79,,,FALSE,,,740-410 BC,2690,2360,Park 2006,"Wheat, barley, rice",TRUE,TRUE,,,,TRUE,,,,,,,,,,
204,Jeitun III/IV,58.34,38.18,OxA-2914,T. mofalsecoccum,TRUE,7270,100,,,,"Harris 2010, Bogaard and Charles 2010","Wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
205,Jeojeon-ri,128.78,36.57,,,,,,1300-800 BC,3250,2750,Fuller 2002,Rice,,,,,,TRUE,,,,,,,,,,
206,Jhusi,81.93,25.43,,,,,,2500 BC,4450,,Pokharia et al. 2009; Misra et al. 2009,"Rice, wheat, barley",TRUE,TRUE,,,,TRUE,,,,,,,,,,
207,Jiahu,113.67,33.62,,,,,,7000-6000 BC,8950,7950,Zhao and Zhang 2009;Zhao 2010,Rice,,,,,,TRUE,,,,,,,,,,
208,Jiajiabao south (JJBCN),111.46,35.51,,,,,,1900-1500 BC,3850,3450,Song 2011,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
209,"Jiangsu, Kunshan",120.85,31.38,Unkfalsewn,Charred rice,TRUE,5123,45,,,,Cao et al.2007,Rice,,,,,,TRUE,,,,,,,,,,
210,"Jiangsu, Wujiang",120.6,30.98,ZK-2271,Charred rice,TRUE,4160,125,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Rice,,,,,,TRUE,,,,,,,,,,
211,"Jiangxi, Xingan",115.38,27.7,ZK-0444,Charred rice,TRUE,2470,90,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Rice,,,,,,TRUE,,,,,,,,,,
212,Jiaochangpu,,,,Carbonized wheat,FALSE,,,ca. 2200 BC,4150,4150,"Zhao, 2004",,,,,,,,,,,,,,,,,
213,Jiaoridang ,102.39,35.77,BA110890 ,Barley,TRUE,3190,30,,,,Chen et al. 2015,"Foxtail millet, broomcorn millet, barley",,TRUE,TRUE,TRUE,,,,,,,,,,,,
214,Jinchankou ,102.54,36.92,Beta-303690 ,Wheat,TRUE,3440,30,,,,Chen et al. 2015,"Foxtail millet, broomcorn millet, barley",,TRUE,TRUE,TRUE,,,,,,,,,,,,
214,Jinchankou ,102.54,36.92,BA110913 ,Barley,TRUE,3595,20,,,,Chen et al. 2015,"Foxtail millet, broomcorn millet, barley",,TRUE,TRUE,TRUE,,,,,,,,,,,,
215,Jinshacun ,104.01,30.68,ZK-3254,Wood,FALSE,3504,33,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.2007","Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
215,Jinshacun ,104.01,30.68,ZK-3253,Wood,FALSE,2857,32,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.2007","Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
215,Jinshacun ,104.01,30.68,ZK-3259,Wood,FALSE,3623,32,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.2007","Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
215,Jinshacun ,104.01,30.68,ZK-3258,Wood,FALSE,4352,32,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.2007","Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
215,Jinshacun ,104.01,30.68,ZK-3255,Charcoal,FALSE,4641,32,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.2007","Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
215,Jinshacun ,104.01,30.68,ZK-3256,Charcoal,FALSE,3448,31,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.2007","Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
215,Jinshacun ,104.01,30.68,ZK-3257,Wood,FALSE,3169,30,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.2007","Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
216,Jizhai (JIZ),113.34,34.22,,,FALSE,,,2200-1800 BC,4150,3750,Song 2011,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
217,Jodong-ri,127.99,37.03,,,FALSE,,,930-800 BC,2880,2750,Lee & Woo 2001,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
218,Juyeop-ri(Ilsan3),126.77,37.68,,,FALSE,,,400-200 BC,2350,2150,IKPC 1992,Rice,,,,,,TRUE,,,,,,,,,,
218,Juyeop-ri(Ilsan3),126.77,37.68,,,FALSE,,,400-200 BC,2350,2150,IKPC 1992,Rice,,,,,,TRUE,,,,,,,,,,
219,K'en-ting,120.8,21.94,,,FALSE,,,2500 BC,4450,4450,Bellwood 2007,Rice,,,,,,TRUE,,,,,,,,,,
220,Kalashishuwan ,101.56,36.78,BA120194 ,Barley,TRUE,3020,25,,,,Chen et al. 2015,"Broomcorn millet, barley, wheat",TRUE,TRUE,,TRUE,,,,,,,,,,,,
221,Kanispur,,,Beta-422016,Wheat,TRUE,3770,30,,,,Liu et al. 2016,,,,,,,,,,,,,,,,,
222,Kanmer (early Harappan),70.87,23.38,,,FALSE,,,,,,Pokharia 2007; 2008,"Barley, wheat",TRUE,TRUE,,,,,,,,,,,,,,
223,Kanmer (middle),70.87,23.38,,,FALSE,,,,,,Pokharia 2007; 2008,"Barley, Rice",,TRUE,,,,TRUE,,,,,,,,,,
224,Kanmer (late),70.87,23.38,,,FALSE,,,,,,Pokharia 2007; 2008,"Wheat, barley, rice",TRUE,TRUE,,,,TRUE,,,,,,,,,,
225,Karuo,97.21,31.06,Beta325960,Broomcorn,TRUE,3980,40,,,,d'Alpoim Guedes 2013,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
225,Karuo,97.21,31.06,OxA-28025,millet,TRUE,3984,33,,,,Lu 2016,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
225,Karuo,97.21,31.06,OxA-28026,millet,TRUE,3853,32,,,,Lu 2016,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
225,Karuo,97.21,31.06,BA111231,Millet,TRUE,3895,25,,,,d'Alpoim Guedes 2013,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
225,Karuo,97.21,31.06,BA111226,Foxtail Millet,TRUE,3910,25,,,,d'Alpoim Guedes 2013,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
225,Karuo,97.21,31.06, BA111230,Millet,TRUE,3965,25,,,,d'Alpoim Guedes 2013,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
225,Karuo,97.21,31.06,BA111229,Foxtail Millet,TRUE,3995,25,,,,d'Alpoim Guedes 2013,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
225,Karuo    ,97.21,31.06,BA111228,Foxtail Millet,TRUE,4115,25,,,,d'Alpoim Guedes 2013,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
225,Karuo,97.21,31.06, BA111227,Millet,TRUE,3945,20,,,,d'Alpoim Guedes 2013,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
226,Kaundinyapura,78.08,22.92,,,FALSE,,,300 BC - 300 AD,2250,1650,Vishnu-Mittre 1968b,Rice,,,,,,TRUE,,,,,,,,,,
227,Kausambi,81.39,25.34,,,FALSE,,,650-300 BC,2600,2250,Vishnu-Mittre 1974; Chanchala 1995 ,"Rice, wheat, barley",TRUE,TRUE,,,,TRUE,,,,,,,,,,
228,Kazahari,141.52,40.5,,,FALSE,,,1000-700 BC,2950,2650,D'Andrea 1995; D'Andrea et al. 1995,Rice,,,,,,TRUE,,,,,,,,,,
229,Keer ,97.71,35.96,BA120178 ,Barley,TRUE,2550,30,,,,Chen et al. 2015,Barley,,TRUE,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2462,Wheat straws,TRUE,1180,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2466,Wheat straws,TRUE,1400,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2456,Wheat straws,TRUE,1410,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2460,Wheat straws,TRUE,1660,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2454,Wheat straws,TRUE,1690,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2455,Wheat straws,TRUE,1820,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2469,Wheat straws,TRUE,1200,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2459,Wheat straws,TRUE,1230,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2447,Wheat straws,TRUE,1400,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2457,Wheat straws,TRUE,1490,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2452,Wheat straws,TRUE,1560,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2449,Wheat straws,TRUE,1580,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2426,Wheat straws,TRUE,1590,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
230,Kezier Grottoes,82.5,41.78,ZK-2463,Wheat straws,TRUE,1680,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
231,Kezierduoha Grottoes,82.93,41.77,ZK-2411,Wheat straws,TRUE,1330,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
231,Kezierduoha Grottoes,82.93,41.77,ZK-2424,Wheat straws,TRUE,1150,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
231,Kezierduoha Grottoes,82.93,41.77,ZK-2414,Wheat straws ,TRUE,1170,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
231,Kezierduoha Grottoes,82.93,41.77,ZK-2425,Wheat straws,TRUE,1320,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
231,Kezierduoha Grottoes,82.93,41.77,ZK-2412,Wheat straws,TRUE,1460,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
231,Kezierduoha Grottoes,82.93,41.77,ZK-2413,Wheat straws,TRUE,1510,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
232,Khairadih,83.82,26.18,,,FALSE,,,700-200 BC,2650,2150,Saraswat et al 1990; Saraswat 1995,"Rice, barley, wheat",TRUE,TRUE,,,,TRUE,,,,,,,,,,
233,Khairwada,78.23,21,,,FALSE,,,300 BC-300 AD,2250,1650,Kajale 1989b,Rice,,,,,,TRUE,,,,,,,,,,
234,Khao Sam Kheo,99.19,10.53,WK 16800,charcoal,FALSE,437,65,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 21176,charcoal,FALSE,2203,58,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 16798,charcoal,FALSE,2182,49,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 18766,charcoal,FALSE,8412,48,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 18762,charcoal,FALSE,1507,47,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 16803,charcoal,FALSE,2188,47,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 16802,charcoal,FALSE,2236,45,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 16804,charcoal,FALSE,2316,45,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 18767,charcoal,FALSE,6568,42,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 21175,bones,FALSE,2152,39,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 23274,charcoal,FALSE,276,37,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 23272,charcoal,FALSE,136,35,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 21178,charcoal,FALSE,2184,35,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 23277,charcoal,FALSE,2230,35,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 23273,charcoal,FALSE,2222,34,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 16805,charcoal,FALSE,2217,33,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 16801,charcoal,FALSE,2258,33,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 2582,charcoal,FALSE,2280,33,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 18764,charcoal,FALSE,2227,32,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 21177,charcoal,FALSE,2295,32,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 18769,charcoal,FALSE,2223,31,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 18768,charcoal,FALSE,2234,31,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 25484,charcoal,FALSE,1610,30,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,BETA 378858,Rice,TRUE,2040,30,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 25483,charcoal,FALSE,2112,30,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,WK 18763,charcoal,FALSE,3367,30,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,OxA20824,sherd,FALSE,2018,28,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,OxA 19998,charcoal,FALSE,2189,27,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,OxA-26626,Rice,TRUE,2109,26,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,OxA 19997,charcoal,FALSE,2257,26,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
234,Khao Sam Kheo,99.19,10.53,OxA 19996,sherd,FALSE,2206,25,,,,Castillo et al. 2016,"Finger millet, rice, foxtail millet,",,,TRUE,,,TRUE,,,,,,,,,TRUE,
235,Khirsara,,,Beta-422014,Wheat,TRUE,3760,30,,,,Liu et al. 2016,,,,,,,,,,,,,,,,,
236,Khok Charoen,100.82,15.38,,,FALSE,,,1400-800 BC,3350,2750,Vincent 2002; 2003b,Rice,,,,,,TRUE,,,,,,,,,,
237,Khok Phafalsem Di,101.16,13.56,,,FALSE,,,2000-1400 BC,3950,3350,Thompson 1996,Rice,,,,,,TRUE,,,,,,,,,,
238,Karuo,97.21,31.06,OxA-28029,wheat,TRUE,2913,27,,,,Lu 2016,"wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
238,Karuo,97.21,31.06,OxA-28850,wheat,TRUE,3317,27,,,,Lu 2016,"wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
238,Karuo,97.21,31.06,OxA-28152,wheat,TRUE,2877,24,,,,Lu 2016,"wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
239,Kien Lies,104.87,12.33,,,FALSE,,,2200-1800 BC,4150,3750,Vanna 2001; 2002,Rice,,,,,,TRUE,,,,,,,,,,
240,Kob Ches,104.87,12.22,,,FALSE,,,2200-1800 BC,4150,3750,Vanna 2001; 2002,Rice,,,,,,TRUE,,,,,,,,,,
241,Kodumanal,77.54,11.18,,,FALSE,,,300 BC - 100 AD,2250,1850,Cooke et al. 2005,"Rice, Bracharia, Paspalum, Setaria",,,TRUE,,,TRUE,,,TRUE,,,,,TRUE,,
242,Kok Trabaek,104.89,12.25,,,FALSE,,,2200-1800 BC,4150,3750,Vanna 2001; 2006,Rice,,,,,,TRUE,,,,,,,,,,
243,Kokhrakot,76.57,28.88,,,FALSE,,,300 BC-0 AD,2250,1950,Sahni 1936,"Barley, Rice",,TRUE,,,,TRUE,,,,,,,,,,
244,Koldihwa,82.05,24.91,,,TRUE,,,1000-400 BC,2950,2350,Harvey 2006,"Rice, Barley, Wheat, Bracharia, Setaria ",TRUE,TRUE,TRUE,,,TRUE,,,,,,,,TRUE,,
244,Koldihwa,82.05,24.91,,,TRUE,,,1900-1400 BC,3850,3350,Harvey 2006,Rice,,,,,,TRUE,,,,,,,,,,
245,Kolhapur,74.24,16.69,,,FALSE,,,300 BC- 300 AD,2250,1650,Vishnu-Mittre 1974,Rice,,,,,,TRUE,,,,,,,,,,
246,Konglong,102.01,32.03,BA141208,Broomcorn,TRUE,4405,35,,,,d'Alpoim Guedes et al. 2016,"Broomcorn millet, foxtail millet",,,TRUE,TRUE,,,,,,,,,,,,
246,Konglong,102.01,32.03,BA141209,Foxtail Millet,TRUE,4470,25,,,,d'Alpoim Guedes et al. 2016,"Broomcorn millet, foxtail millet",,,TRUE,TRUE,,,,,,,,,,,,
246,Konglong,102.01,32.03,BA141207,Broomcorn,TRUE,4520,25,,,,d'Alpoim Guedes et al. 2016,"Broomcorn millet, foxtail millet",,,TRUE,TRUE,,,,,,,,,,,,
247,Koppa,75.36,13.53,,,FALSE,,,400 BC - 200 AD,2350,1750,Kajale 1997,Rice,,,,,,TRUE,,,,,,,,,,
248,Koujia,109.14,34.24,OZM466,Wheat seed,TRUE,1480,30,,,,Dodson et al.2013,Wheat,TRUE,,,,,,,,,,,,,,,
249,Krek 52/62,105.93,11.77,,,FALSE,,,2600-1700 BC,4550,3650,Vincent 2003a,Rice,,,,,,TRUE,,,,,,,,,,
250,Kuahuqiao,120.22,30.14,,,TRUE,,,6000-5400 BC,7950,7350,Zheng 2004; Zheng et al.2007; Fuller &al. 2007,Rice,,,,,,TRUE,,,,,,,,,,
251,Kuala Selinsing,100.54,4.89,,,FALSE,,,200 BC- 1000 AD,2150,950,Bellwood 2007,Rice,,,,,,TRUE,,,,,,,,,,
252,Kumutula Grottoes,82.7,41.7,ZK-2429,Wheat straws,TRUE,1080,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
252,Kumutula Grottoes,82.7,41.7,ZK-2439,Wheat straws,TRUE,1090,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
252,Kumutula Grottoes,82.7,41.7,ZK-2442,Wheat straws,TRUE,1200,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
